id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
15226	genus	Calothrix	7	1	5			3.43	1.18	[5, 4, 3, 3, 4, 4, 1]
15227	genus	Sphaerobacter	1	2	2			2.00	0.00	[2]
15228	genus	Ruminiclostridium	1	8	8			8.00	0.00	[8]
15229	genus	Escherichia	4	6	11			7.01	0.01	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 10, 8, 9, 11, 7, 7, 10, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15230	genus	Pseudanabaena	1	2	2			2.00	0.00	[2]
15231	genus	Sphaerochaeta	3	3	4			3.67	0.47	[4, 3, 4]
15232	genus	Candidatus Vidania	1	1	1			1.00	0.00	[1]
15233	genus	Blastomonas	2	2	2			2.00	0.00	[2, 2]
15234	genus	Chondromyces	1	3	3			3.00	0.00	[3]
15235	genus	Chloracidobacterium	1	1	1			1.00	0.00	[1]
15236	genus	Veillonella	2	4	4			4.00	0.00	[4, 4, 4, 4]
15237	genus	Pseudothermotoga	4	1	1			1.00	0.00	[1, 1, 1, 1, 1]
15238	genus	Luteimonas	2	1	2			1.50	0.50	[1, 2]
15239	genus	Salinivirga	1	3	3			3.00	0.00	[3]
15240	genus	Kytococcus	1	2	2			2.00	0.00	[2]
15241	genus	Castellaniella	1	2	2			2.00	0.00	[2]
15242	genus	Sneathia	1	3	3			3.00	0.00	[3]
15243	genus	Natronolimnobius	2	3	3			3.00	0.00	[3, 3]
15244	genus	Intestinimonas	1	2	2			2.00	0.00	[2]
15245	genus	Thermomonospora	2	4	6			5.00	1.00	[6, 4]
15246	genus	Pantoea	12	3	7			6.67	1.11	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7]
15247	genus	Candidatus Tachikawaea	1	3	3			3.00	0.00	[3]
15248	genus	Parvimonas	1	3	3			3.00	0.00	[3, 3]
15249	genus	Modestobacter	1	3	3			3.00	0.00	[3]
15250	genus	Megasphaera	3	6	7			6.33	0.47	[6, 7, 7, 7, 6]
15251	genus	Leptolyngbya	4	2	4			2.58	0.59	[2, 3, 3, 4, 2, 3]
15252	genus	Mordavella	1	4	4			4.00	0.00	[4]
15253	genus	Hartmannibacter	1	2	2			2.00	0.00	[2]
15254	genus	Prevotella	9	3	5			4.00	0.47	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 5, 4, 4, 4, 4]
15255	genus	Methanosarcina	12	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15256	genus	Tenacibaculum	4	3	10			5.50	2.87	[3, 6, 10, 3]
15257	genus	Desulfotalea	1	7	7			7.00	0.00	[7]
15258	genus	Aquimarina	3	3	3			3.00	0.00	[3, 3, 3]
15259	genus	Thermocrinis	2	1	1			1.00	0.00	[1, 1]
15260	genus	Zhongshania	1	3	3			3.00	0.00	[3]
15261	genus	Azoarcus	6	3	5			4.00	0.58	[4, 4, 4, 3, 4, 4, 5]
15262	genus	Renibacterium	1	2	2			2.00	0.00	[2, 2, 2]
15263	genus	Hahella	1	5	5			5.00	0.00	[5]
15264	genus	Orrella	1	2	2			2.00	0.00	[2]
15265	genus	Lawsonella	1	2	2			2.00	0.00	[2, 2]
15266	genus	Halobacillus	2	7	7			7.00	0.00	[7, 7, 7]
15267	genus	Candidatus Doolittlea	1	1	1			1.00	0.00	[1]
15268	genus	Aeromicrobium	3	2	2			2.00	0.00	[2, 2, 2]
15269	genus	Bdellovibrio	2	1	2			1.30	0.30	[1, 2, 2, 2, 1, 1]
15270	genus	Staphylococcus	34	1	8			5.71	0.98	[5, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 5, 6, 6, 6, 6, 5, 7, 4, 7, 6, 7, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1, 6, 7, 1, 7, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 5, 6, 6, 5, 5, 6, 5, 6, 5, 5, 5, 5, 5, 6, 4, 4, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 6, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 5, 1, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 7, 7, 7, 5, 6]
15271	genus	Dokdonia	4	3	3			3.00	0.00	[3, 3, 3, 3]
15272	genus	Rhodobacter	4	2	4			3.58	0.43	[4, 3, 4, 4, 4, 4, 3, 3, 3, 2, 3, 4]
15273	genus	Candidatus Nitrosocaldus	2	1	1			1.00	0.00	[1, 1]
15274	genus	Candidatus Ishikawaella	1	3	3			3.00	0.00	[3]
15275	genus	Adlercreutzia	1	2	2			2.00	0.00	[2]
15276	genus	Natrinema	3	3	4			3.33	0.47	[3, 3, 4]
15277	genus	Anaerostipes	1	9	9			9.00	0.00	[9]
15278	genus	Synechococcus	25	1	3			1.88	0.43	[2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2]
15279	genus	Salinicola	1	5	5			5.00	0.00	[5]
15280	genus	Sphingorhabdus	4	1	2			1.75	0.43	[2, 2, 1, 2]
15281	genus	Methanoregula	2	1	1			1.00	0.00	[1, 1]
15282	genus	Pleurocapsa	1	3	3			3.00	0.00	[3]
15283	genus	Hydrogenobacter	1	1	1			1.00	0.00	[1, 1]
15284	genus	Streptobacillus	1	5	5			5.00	0.00	[5, 5]
15285	genus	Azotobacter	2	6	6			6.00	0.00	[6, 6, 6, 6, 6]
15286	genus	Salinicoccus	1	4	4			4.00	0.00	[4]
15287	genus	Grimontia	1	9	9			9.00	0.00	[9]
15288	genus	Cobetia	1	7	7			7.00	0.00	[7]
15289	genus	Marinobacterium	1	6	6			6.00	0.00	[6]
15290	genus	Solitalea	1	4	4			4.00	0.00	[4]
15291	genus	Draconibacterium	1	2	2			2.00	0.00	[2]
15292	genus	Dermacoccus	1	3	3			3.00	0.00	[3]
15293	genus	Sediminicola	1	3	3			3.00	0.00	[3]
15294	genus	Salinarchaeum	1	1	1			1.00	0.00	[1]
15295	genus	Gluconacetobacter	1	4	4			4.00	0.00	[4, 4]
15296	genus	Cedecea	1	7	7			7.00	0.00	[7, 7, 7, 7]
15297	genus	Catenovulum	1	7	7			7.00	0.00	[7]
15298	genus	Neorickettsia	3	1	1			1.00	0.00	[1, 1, 1]
15299	genus	Tatumella	2	7	7			7.00	0.00	[7, 7, 7]
15300	genus	Rouxiella	1	8	8			8.00	0.00	[8]
15301	genus	Candidatus Protochlamydia	1	4	4			4.00	0.00	[4]
15302	genus	Peptoniphilus	1	4	4			4.00	0.00	[4]
15303	genus	Gordonia	7	2	4			3.29	0.70	[4, 4, 3, 3, 3, 3, 4, 2]
15304	genus	Methylococcus	1	2	2			2.00	0.00	[2]
15305	genus	Caulobacter	5	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15306	genus	Gordonibacter	2	1	3			2.00	1.00	[3, 1]
15307	genus	Thalassolituus	1	3	4			3.67	0.00	[4, 4, 3]
15308	genus	Lacinutrix	3	2	2			2.00	0.00	[2, 2, 2]
15309	genus	Rhodobaca	1	3	3			3.00	0.00	[3]
15310	genus	Kangiella	4	2	2			2.00	0.00	[2, 2, 2, 2]
15311	genus	Kitasatospora	4	6	11			8.75	1.79	[11, 9, 6, 9]
15312	genus	Micropruina	1	1	1			1.00	0.00	[1]
15313	genus	Melissococcus	1	4	4			4.00	0.00	[4]
15314	genus	Serinicoccus	1	2	2			2.00	0.00	[2]
15315	genus	Sideroxydans	1	2	2			2.00	0.00	[2]
15316	genus	Clavibacter	5	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
15317	genus	Achromobacter	5	3	4			3.40	0.37	[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 4]
15318	genus	Mycobacteroides	5	1	2			1.20	0.40	[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15319	genus	Candidatus Phytoplasma	5	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
15320	genus	Luteitalea	1	1	1			1.00	0.00	[1]
15321	genus	Tatlockia	1	3	3			3.00	0.00	[3, 3, 3]
15322	genus	Dichelobacter	1	3	3			3.00	0.00	[3]
15323	genus	Phoenicibacter	1	2	2			2.00	0.00	[2]
15324	genus	Moraxella	5	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
15325	genus	Aquabacterium	1	4	4			4.00	0.00	[4]
15326	genus	Candidatus Evansia	1	1	1			1.00	0.00	[1]
15327	genus	Anaerolinea	1	2	2			2.00	0.00	[2]
15328	genus	Xylella	2	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15329	genus	Palaeococcus	1	2	2			2.00	0.00	[2]
15330	genus	Catenulispora	1	3	3			3.00	0.00	[3]
15331	genus	Cryptobacterium	1	3	3			3.00	0.00	[3]
15332	genus	Pontibacter	2	4	4			4.00	0.00	[4, 4]
15333	genus	Desulfobacula	1	4	4			4.00	0.00	[4]
15334	genus	Calditerrivibrio	1	2	2			2.00	0.00	[2]
15335	genus	Dinoroseobacter	1	2	2			2.00	0.00	[2]
15336	genus	Methanoculleus	3	1	1			1.00	0.00	[1, 1, 1, 1]
15337	genus	Chloroherpeton	1	1	1			1.00	0.00	[1]
15338	genus	Intrasporangium	1	2	2			2.00	0.00	[2, 2]
15339	genus	Sediminispirochaeta	1	2	2			2.00	0.00	[2]
15340	genus	Arthrobacter	16	4	9			5.69	1.21	[9, 4, 6, 6, 4, 5, 6, 6, 6, 5, 4, 6, 6, 5, 6, 7, 6, 8]
15341	genus	Beutenbergia	1	2	2			2.00	0.00	[2]
15342	genus	Rickettsia	22	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15343	genus	Tsukamurella	2	2	2			2.00	0.00	[2, 2]
15344	genus	Desulfomonile	1	1	1			1.00	0.00	[1]
15345	genus	Desulfurivibrio	1	2	2			2.00	0.00	[2]
15346	genus	Stenotrophomonas	9	2	4			3.42	0.67	[4, 4, 3, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 4, 3, 4, 4]
15347	genus	Legionella	11	1	4			3.36	0.88	[3, 1, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4]
15348	genus	Methylorubrum	3	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5]
15349	genus	Chelatococcus	2	2	2			2.00	0.00	[2, 2]
15350	genus	Arenibacter	1	3	3			3.00	0.00	[3]
15351	genus	Desulfofarcimen	1	10	10			10.00	0.00	[10]
15352	genus	Solibacillus	2	12	12			12.00	0.00	[12, 12, 12]
15353	genus	Phytobacter	1	7	7			7.00	0.00	[7]
15354	genus	Haematospirillum	1	5	5			5.00	0.00	[5]
15355	genus	Lutibacter	2	2	2			2.00	0.00	[2, 2]
15356	genus	Rhodopirellula	1	1	1			1.00	0.00	[1]
15357	genus	Thermovibrio	1	3	3			3.00	0.00	[3]
15358	genus	Marivirga	1	2	2			2.00	0.00	[2]
15359	genus	Shewanella	26	8	14			9.31	1.43	[10, 10, 8, 8, 8, 8, 8, 9, 9, 11, 12, 8, 9, 10, 8, 9, 9, 10, 14, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 8, 9, 8, 8, 11, 8]
15360	genus	Natranaerobius	1	4	4			4.00	0.00	[4]
15361	genus	Halosimplex	1	2	2			2.00	0.00	[2]
15362	genus	Neoasaia	1	4	4			4.00	0.00	[4]
15363	genus	Pseudonocardia	7	3	4			3.57	0.49	[3, 3, 3, 4, 4, 4, 4]
15364	genus	Oleiphilus	1	5	5			5.00	0.00	[5]
15365	genus	Candidatus Methanoplasma	1	1	1			1.00	0.00	[1]
15366	genus	Xenorhabdus	5	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7]
15367	genus	Sphingobium	14	2	4			2.57	0.62	[4, 4, 2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3, 2]
15368	genus	Marichromatium	1	3	3			3.00	0.00	[3]
15369	genus	Gibbsiella	1	7	7			7.00	0.00	[7]
15370	genus	Acetomicrobium	1	2	2			2.00	0.00	[2]
15371	genus	Mariprofundus	2	1	2			1.50	0.50	[2, 1]
15372	genus	Nitratiruptor	1	3	3			3.00	0.00	[3]
15373	genus	Hyphomonas	2	1	1			1.00	0.00	[1, 1]
15374	genus	Saprospira	1	3	3			3.00	0.00	[3]
15375	genus	Halodesulfurarchaeum	1	1	1			1.00	0.00	[1, 1]
15376	genus	Candidatus Tremblaya	1	2	2			2.00	0.00	[2, 2]
15377	genus	Euzebya	1	2	2			2.00	0.00	[2]
15378	genus	Pseudoalteromonas	24	5	12			8.67	1.11	[9, 5, 8, 10, 9, 9, 8, 7, 8, 9, 9, 8, 8, 8, 10, 9, 12, 12, 12, 8, 9, 9, 9, 9, 10, 8, 9, 7, 8, 8, 8]
15379	genus	Thermobispora	1	4	4			4.00	0.00	[4]
15380	genus	Thalassotalea	1	6	6			6.00	0.00	[6]
15381	genus	Candidatus Babela	1	1	1			1.00	0.00	[1]
15382	genus	Breoghania	1	2	2			2.00	0.00	[2]
15383	genus	Murdochiella	1	2	2			2.00	0.00	[2]
15384	genus	Edwardsiella	7	7	10			8.31	0.69	[9, 9, 8, 8, 8, 8, 7, 8, 8, 9, 9, 7, 8, 10]
15385	genus	Blattabacterium	10	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15386	genus	Gallibacterium	1	6	6			6.00	0.00	[6]
15387	genus	Thermosphaera	1	1	1			1.00	0.00	[1]
15388	genus	Ottowia	2	2	3			2.50	0.50	[2, 3]
15389	genus	Novibacillus	1	4	4			4.00	0.00	[4]
15390	genus	Bacteriovorax	1	2	2			2.00	0.00	[2]
15391	genus	Caldisericum	1	1	1			1.00	0.00	[1]
15392	genus	Pandoraea	9	2	4			3.73	0.63	[4, 2, 2, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
15393	genus	Leptonema	1	2	2			2.00	0.00	[2]
15394	genus	Methylacidiphilum	2	1	1			1.00	0.00	[1, 1]
15395	genus	Croceicoccus	2	1	2			1.50	0.50	[1, 2]
15396	genus	Thermovirga	1	3	3			3.00	0.00	[3]
15397	genus	Halanaerobium	2	4	4			4.00	0.00	[4, 4]
15398	genus	Denitrovibrio	1	2	2			2.00	0.00	[2]
15399	genus	Niabella	2	2	2			2.00	0.00	[2, 2]
15400	genus	Methylosinus	1	3	3			3.00	0.00	[3]
15401	genus	Clostridioides	1	10	12			11.92	0.00	[11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
15402	genus	Candidatus Azobacteroides	1	2	2			2.00	0.00	[2, 2]
15403	genus	Lelliottia	4	7	8			7.75	0.43	[8, 7, 7, 8, 8]
15404	genus	Halopiger	1	3	3			3.00	0.00	[3]
15405	genus	Alkaliphilus	2	8	10			9.00	1.00	[8, 10]
15406	genus	Mogibacterium	1	2	2			2.00	0.00	[2]
15407	genus	Bordetella	17	3	5			3.09	0.35	[3, 3, 4, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15408	genus	Rhodomicrobium	1	2	2			2.00	0.00	[2]
15409	genus	Pseudopropionibacterium	1	2	2			2.00	0.00	[2]
15410	genus	Methyloversatilis	1	2	2			2.00	0.00	[2]
15411	genus	Polymorphum	1	2	2			2.00	0.00	[2]
15412	genus	Virgibacillus	6	6	8			6.83	0.69	[8, 7, 6, 7, 7, 6]
15413	genus	Hirschia	1	2	2			2.00	0.00	[2]
15414	genus	Raoultella	3	8	8			8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8]
15415	genus	Acinetobacter	33	1	7			6.59	0.49	[7, 7, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7, 7, 7, 6, 6, 7, 7, 6, 6, 6, 6, 7, 7, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 7]
15416	genus	Methanobacterium	7	2	3			2.29	0.45	[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]
15417	genus	Candidatus Accumulibacter	1	2	2			2.00	0.00	[2]
15418	genus	Acidihalobacter	1	1	1			1.00	0.00	[1]
15419	genus	Marivivens	1	3	3			3.00	0.00	[3]
15420	genus	Oceanimonas	1	7	7			7.00	0.00	[7]
15421	genus	Cellulosimicrobium	2	3	3			3.00	0.00	[3, 3]
15422	genus	Haloarcobacter	1	4	4			4.00	0.00	[4]
15423	genus	Streptacidiphilus	1	8	8			8.00	0.00	[8]
15424	genus	Oligotropha	1	1	1			1.00	0.00	[1, 1, 1]
15425	genus	Methanococcoides	2	3	3			3.00	0.00	[3, 3]
15426	genus	Candidatus Endolissoclinum	1	1	1			1.00	0.00	[1, 1]
15427	genus	Bradymonas	1	5	5			5.00	0.00	[5]
15428	genus	Ralstonia	4	2	4			2.80	0.55	[4, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2]
15429	genus	Blautia	3	5	5			5.00	0.00	[5, 5, 5]
15430	genus	Thermobacillus	1	5	5			5.00	0.00	[5]
15431	genus	Cellulophaga	3	4	5			4.33	0.47	[4, 4, 4, 4, 4, 5]
15432	genus	Oceanobacillus	3	7	10			9.17	1.18	[10, 7, 8, 10]
